filename,opcodes,label
format_vuln_7_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov add mov lea mov mov call lea mov mov call mov leave ret,1
stack_overflow_vuln_3_x86_O2,cmp jg xor ret sub mov mov call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop sub mov mov call add ret,1
control_flow_flatten_vuln_1_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov mov cmp je cmp jg cmp je cmp je jmp mov jmp mov lea mov mov call mov jmp lea lea mov mov mov call jmp jmp leave ret push mov sub mov mov cmp jle mov add mov mov call mov leave ret,1
use_after_free_safe_5_x86_O2,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,0
arm_stack_safe_8_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp ret mov ret,0
double_free_vuln_5_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov call mov mov mov call mov mov call mov leave ret,1
oob_safe_2_x86_O2,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,0
format_safe_2_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov add mov lea mov mov call lea lea mov mov mov call mov leave ret,0
dead_code_vuln_5_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop mov nop sub jne imul ret sub mov mov call add ret cmp jg mov ret sub mov call mov add ret,1
stack_safe_7_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov mov lea mov mov mov call mov nop leave ret push mov sub mov mov cmp jle mov add mov mov call mov leave ret,0
inline_asm_vuln_2_x86_O3,cmp jg xor ret sub mov add mov mov call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop mov add ret nop sub mov mov add mov call add ret,1
oob_vuln_4_x86_O3,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,1
format_safe_6_x86_O3,push mov add mov mov call mov lea xor call sub xor pop ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,0
race_vuln_6_x86_O2,sub xor lea xor mov call lea xor xor lea call mov xor call mov xor call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop add xor ret,1
opaque_predicate_safe_9_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov mov mov imul and test je mov imul and test je mov jmp mov pop ret push mov sub mov call test je mov lea mov mov mov call mov nop leave ret push mov sub mov mov cmp jle mov add mov mov call mov leave ret,0
format_vuln_2_x86_O2,push mov add mov mov call mov xor call sub xor pop ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,1
heap_overflow_vuln_6_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov mov call mov mov mov mov mov call mov mov call nop leave ret push mov sub mov mov cmp jle mov add mov mov call mov leave ret,1
double_free_safe_0_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov call mov mov mov call mov mov leave ret,0
control_flow_flatten_vuln_6_x86_O3,cmp jg xor ret push mov call xor pop ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop sub mov mov call mov lea xor call add ret,1
oob_vuln_0_x86_O2,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,1
arm_stack_vuln_4_x86_O3,cmp jg xor ret sub mov mov call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop sub mov mov call add ret,1
format_vuln_3_x86_O3,push mov add mov mov call mov xor call sub xor pop ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,1
stack_safe_7_x86_O2,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop ret,0
dead_code_safe_2_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov mov mov mov jmp mov imul add add cmp jle mov pop ret push mov sub mov mov call mov lea mov mov mov call mov nop leave ret push mov sub mov mov cmp jle mov add mov mov call mov leave ret,0
dead_code_safe_8_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop mov nop sub jne imul ret ret mov ret,0
int_safe_2_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov mov mov mov cdq idiv cmp jle mov jmp mov imul pop ret push mov mov mov call mov lea mov mov mov call mov pop ret,0
arm_stack_vuln_8_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov mov lea mov mov call nop leave ret push mov sub mov mov cmp jle mov add mov mov call mov leave ret,1
use_after_free_vuln_8_x86_O3,push mov call mov mov call mov lea xor call xor pop ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,1
stack_safe_8_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp ret mov ret,0
oob_vuln_3_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov mov mov pop ret,1
use_after_free_safe_9_x86_O3,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,0
use_after_free_vuln_3_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov call mov mov mov mov mov call mov mov lea mov mov mov call mov leave ret,1
null_deref_vuln_6_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov mov mov lea mov mov mov call mov leave ret,1
null_deref_vuln_4_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov mov mov lea mov mov mov call mov leave ret,1
opaque_predicate_safe_5_x86_O3,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop mov ret nop ret,0
opaque_predicate_vuln_2_x86_O2,cmp jg xor ret sub mov mov call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop mov ret nop sub mov mov call add ret,1
oob_vuln_2_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov mov mov pop ret,1
opaque_predicate_vuln_8_x86_O3,cmp jg xor ret sub mov mov call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop mov ret nop sub mov mov call add ret,1
null_deref_safe_3_x86_O2,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,0
use_after_free_safe_8_x86_O2,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,0
int_safe_9_x86_O3,sub mov lea xor call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop mov xor idiv cmp jl mov imul ret nop mov ret,0
inline_asm_safe_2_x86_O2,cmp jle mov add xor ret xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop mov add ret nop mov add ret,0
oob_vuln_1_x86_O2,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,1
arm_stack_vuln_9_x86_O3,cmp jg xor ret sub mov mov call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop sub mov mov call add ret,1
arm_stack_vuln_6_x86_O2,cmp jg xor ret sub mov mov call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop sub mov mov call add ret,1
inline_asm_vuln_0_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp mov add ret push sub mov call mov mov call add pop ret cmp jg mov ret sub mov call mov add ret,1
opaque_predicate_safe_0_x86_O3,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop mov ret nop ret,0
stack_overflow_vuln_4_x86_O3,cmp jg xor ret sub mov mov call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop sub mov mov call add ret,1
race_safe_6_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov mov jmp lea mov call mov add mov lea mov call add cmp jle mov leave ret push mov sub lea mov mov call lea lea mov mov mov call lea lea mov mov mov call mov mov mov call mov mov mov call lea mov call mov leave ret,0
use_after_free_safe_1_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov call mov mov mov call mov mov leave ret,0
format_safe_3_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov add mov lea mov mov call lea lea mov mov mov call mov leave ret,0
int_safe_2_x86_O3,sub mov lea xor call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop mov xor idiv cmp jl mov imul ret nop mov ret,0
null_deref_vuln_1_x86_O3,mov ud2 nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,1
cmd_injection_vuln_3_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov mov cmp jle mov add mov mov call mov leave ret,1
use_after_free_vuln_9_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov call mov mov mov mov mov call mov mov lea mov mov mov call mov leave ret,1
double_free_safe_4_x86_O3,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,0
opaque_predicate_vuln_0_x86_O3,cmp jg xor ret sub mov mov call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop mov ret nop sub mov mov call add ret,1
dead_code_vuln_2_x86_O2,cmp jg xor ret sub mov mov call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop imul ret nop sub mov mov call add ret,1
stack_overflow_vuln_2_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp sub mov mov call add ret cmp jg mov ret sub mov call mov add ret,1
oob_vuln_9_x86_O3,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,1
stack_overflow_vuln_7_x86_O2,cmp jg xor ret sub mov mov call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop sub mov mov call add ret,1
heap_safe_8_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp ret mov ret,0
int_overflow_vuln_3_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov mov mov imul mov mov lea mov mov mov call mov leave ret,1
inline_asm_vuln_0_x86_O2,cmp jg xor ret push mov call xor pop ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop mov add ret nop sub mov mov add mov call add ret,1
use_after_free_vuln_6_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov call mov mov call mov lea mov call mov pop ret,1
heap_overflow_vuln_9_x86_O2,cmp jg xor ret push mov call xor pop ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop push mov mov call mov mov call pop mov jmp,1
arm_stack_vuln_9_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov mov lea mov mov call nop leave ret push mov sub mov mov cmp jle mov add mov mov call mov leave ret,1
race_safe_7_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov mov jmp lea mov call mov add mov lea mov call add cmp jle mov leave ret push mov sub lea mov mov call lea lea mov mov mov call lea lea mov mov mov call mov mov mov call mov mov mov call lea mov call mov leave ret,0
heap_overflow_vuln_3_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov mov call mov mov mov mov mov call mov mov call nop leave ret push mov sub mov mov cmp jle mov add mov mov call mov leave ret,1
control_flow_flatten_safe_9_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop push sub mov mov mov jmp nop mov cmp jne mov mov call mov mov lea mov call add pop ret cmp jg mov ret sub mov call mov add ret,0
inline_asm_vuln_2_x86_O2,cmp jg xor ret push mov call xor pop ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop mov add ret nop sub mov mov add mov call add ret,1
stack_safe_9_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov mov lea mov mov mov call mov nop leave ret push mov sub mov mov cmp jle mov add mov mov call mov leave ret,0
format_vuln_9_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push add mov mov mov call mov mov call mov sub pop ret,1
null_deref_vuln_9_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp sub mov lea mov call mov add ret,1
inline_asm_vuln_8_x86_O3,cmp jg xor ret sub mov add mov mov call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop mov add ret nop sub mov mov add mov call add ret,1
double_free_vuln_8_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp mov ret,1
use_after_free_vuln_3_x86_O3,push mov call mov mov call mov lea xor call xor pop ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,1
oob_vuln_7_x86_O3,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,1
opaque_predicate_safe_8_x86_O3,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop mov ret nop ret,0
heap_overflow_vuln_0_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov mov call mov mov mov mov mov call mov mov call nop leave ret push mov sub mov mov cmp jle mov add mov mov call mov leave ret,1
double_free_vuln_4_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov call mov mov mov call mov mov call mov leave ret,1
