binary,function,tokens,label
dead_code_vuln_1_x86_O1,useless,mov_reg_imm nop_mem sub_reg_imm jne_imm imul_reg_reg_imm ret,0
dead_code_vuln_1_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_1_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
dead_code_vuln_1_x86_O1,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_1_x86_O2,useless,imul_reg_reg_imm ret,0
dead_code_vuln_1_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_1_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
dead_code_vuln_1_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_1_x86_O3,useless,imul_reg_reg_imm ret,0
dead_code_vuln_1_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_1_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
dead_code_vuln_1_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_2_x86_O0,useless,push_reg mov_reg_reg mov_mem_reg mov_mem_imm mov_mem_imm jmp_imm mov_reg_mem imul_reg_mem add_mem_reg add_mem_imm cmp_mem_imm jle_imm mov_reg_mem pop_reg ret,0
dead_code_vuln_2_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_2_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
dead_code_vuln_2_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_reg_imm call_internal mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
dead_code_vuln_2_x86_O1,useless,mov_reg_imm nop_mem sub_reg_imm jne_imm imul_reg_reg_imm ret,0
dead_code_vuln_2_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_2_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
dead_code_vuln_2_x86_O1,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_2_x86_O2,useless,imul_reg_reg_imm ret,0
dead_code_vuln_2_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_2_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
dead_code_vuln_2_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_2_x86_O3,useless,imul_reg_reg_imm ret,0
dead_code_vuln_2_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_2_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
dead_code_vuln_2_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_3_x86_O0,useless,push_reg mov_reg_reg mov_mem_reg mov_mem_imm mov_mem_imm jmp_imm mov_reg_mem imul_reg_mem add_mem_reg add_mem_imm cmp_mem_imm jle_imm mov_reg_mem pop_reg ret,0
dead_code_vuln_3_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_3_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
dead_code_vuln_3_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_reg_imm call_internal mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
dead_code_vuln_3_x86_O1,useless,mov_reg_imm nop_mem sub_reg_imm jne_imm imul_reg_reg_imm ret,0
dead_code_vuln_3_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_3_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
dead_code_vuln_3_x86_O1,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_3_x86_O2,useless,imul_reg_reg_imm ret,0
dead_code_vuln_3_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_3_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
dead_code_vuln_3_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_3_x86_O3,useless,imul_reg_reg_imm ret,0
dead_code_vuln_3_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_3_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
dead_code_vuln_3_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_4_x86_O0,useless,push_reg mov_reg_reg mov_mem_reg mov_mem_imm mov_mem_imm jmp_imm mov_reg_mem imul_reg_mem add_mem_reg add_mem_imm cmp_mem_imm jle_imm mov_reg_mem pop_reg ret,0
dead_code_vuln_4_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_4_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
dead_code_vuln_4_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_reg_imm call_internal mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
dead_code_vuln_4_x86_O1,useless,mov_reg_imm nop_mem sub_reg_imm jne_imm imul_reg_reg_imm ret,0
dead_code_vuln_4_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_4_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
dead_code_vuln_4_x86_O1,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_4_x86_O2,useless,imul_reg_reg_imm ret,0
dead_code_vuln_4_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_4_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
dead_code_vuln_4_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_4_x86_O3,useless,imul_reg_reg_imm ret,0
dead_code_vuln_4_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_4_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
dead_code_vuln_4_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_5_x86_O0,useless,push_reg mov_reg_reg mov_mem_reg mov_mem_imm mov_mem_imm jmp_imm mov_reg_mem imul_reg_mem add_mem_reg add_mem_imm cmp_mem_imm jle_imm mov_reg_mem pop_reg ret,0
dead_code_vuln_5_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_5_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
dead_code_vuln_5_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_reg_imm call_internal mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
dead_code_vuln_5_x86_O1,useless,mov_reg_imm nop_mem sub_reg_imm jne_imm imul_reg_reg_imm ret,0
dead_code_vuln_5_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_5_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
dead_code_vuln_5_x86_O1,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_5_x86_O2,useless,imul_reg_reg_imm ret,0
dead_code_vuln_5_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_5_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
dead_code_vuln_5_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_5_x86_O3,useless,imul_reg_reg_imm ret,0
dead_code_vuln_5_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_5_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
dead_code_vuln_5_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_6_x86_O0,useless,push_reg mov_reg_reg mov_mem_reg mov_mem_imm mov_mem_imm jmp_imm mov_reg_mem imul_reg_mem add_mem_reg add_mem_imm cmp_mem_imm jle_imm mov_reg_mem pop_reg ret,0
dead_code_vuln_6_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_6_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
dead_code_vuln_6_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_reg_imm call_internal mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
dead_code_vuln_6_x86_O1,useless,mov_reg_imm nop_mem sub_reg_imm jne_imm imul_reg_reg_imm ret,0
dead_code_vuln_6_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_6_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
dead_code_vuln_6_x86_O1,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_6_x86_O2,useless,imul_reg_reg_imm ret,0
dead_code_vuln_6_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_6_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
dead_code_vuln_6_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_6_x86_O3,useless,imul_reg_reg_imm ret,0
dead_code_vuln_6_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_6_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
dead_code_vuln_6_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_7_x86_O0,useless,push_reg mov_reg_reg mov_mem_reg mov_mem_imm mov_mem_imm jmp_imm mov_reg_mem imul_reg_mem add_mem_reg add_mem_imm cmp_mem_imm jle_imm mov_reg_mem pop_reg ret,0
dead_code_vuln_7_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_7_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
dead_code_vuln_7_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_reg_imm call_internal mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
dead_code_vuln_7_x86_O1,useless,mov_reg_imm nop_mem sub_reg_imm jne_imm imul_reg_reg_imm ret,0
dead_code_vuln_7_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_7_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
dead_code_vuln_7_x86_O1,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_7_x86_O2,useless,imul_reg_reg_imm ret,0
dead_code_vuln_7_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_7_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
dead_code_vuln_7_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_7_x86_O3,useless,imul_reg_reg_imm ret,0
dead_code_vuln_7_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_7_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
dead_code_vuln_7_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_8_x86_O0,useless,push_reg mov_reg_reg mov_mem_reg mov_mem_imm mov_mem_imm jmp_imm mov_reg_mem imul_reg_mem add_mem_reg add_mem_imm cmp_mem_imm jle_imm mov_reg_mem pop_reg ret,0
dead_code_vuln_8_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_8_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
dead_code_vuln_8_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_reg_imm call_internal mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
dead_code_vuln_8_x86_O1,useless,mov_reg_imm nop_mem sub_reg_imm jne_imm imul_reg_reg_imm ret,0
dead_code_vuln_8_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_8_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
dead_code_vuln_8_x86_O1,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_8_x86_O2,useless,imul_reg_reg_imm ret,0
dead_code_vuln_8_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_8_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
dead_code_vuln_8_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_8_x86_O3,useless,imul_reg_reg_imm ret,0
dead_code_vuln_8_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_8_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
dead_code_vuln_8_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_9_x86_O0,useless,push_reg mov_reg_reg mov_mem_reg mov_mem_imm mov_mem_imm jmp_imm mov_reg_mem imul_reg_mem add_mem_reg add_mem_imm cmp_mem_imm jle_imm mov_reg_mem pop_reg ret,0
dead_code_vuln_9_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_9_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
dead_code_vuln_9_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_reg_imm call_internal mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
dead_code_vuln_9_x86_O1,useless,mov_reg_imm nop_mem sub_reg_imm jne_imm imul_reg_reg_imm ret,0
dead_code_vuln_9_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_9_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
dead_code_vuln_9_x86_O1,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_9_x86_O2,useless,imul_reg_reg_imm ret,0
dead_code_vuln_9_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_9_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
dead_code_vuln_9_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
dead_code_vuln_9_x86_O3,useless,imul_reg_reg_imm ret,0
dead_code_vuln_9_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
dead_code_vuln_9_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
dead_code_vuln_9_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
double_free_safe_0_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
double_free_safe_0_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_reg_imm call_malloc mov_mem_reg mov_reg_mem mov_reg_reg call_free mov_mem_imm mov_reg_imm leave ret,0
double_free_safe_0_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
double_free_safe_0_x86_O1,main,mov_reg_imm ret,0
double_free_safe_0_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
double_free_safe_0_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
double_free_safe_1_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
double_free_safe_1_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_reg_imm call_malloc mov_mem_reg mov_reg_mem mov_reg_reg call_free mov_mem_imm mov_reg_imm leave ret,0
double_free_safe_1_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
double_free_safe_1_x86_O1,main,mov_reg_imm ret,0
double_free_safe_1_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
double_free_safe_1_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
double_free_safe_2_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
double_free_safe_2_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_reg_imm call_malloc mov_mem_reg mov_reg_mem mov_reg_reg call_free mov_mem_imm mov_reg_imm leave ret,0
double_free_safe_2_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
double_free_safe_2_x86_O1,main,mov_reg_imm ret,0
double_free_safe_2_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
double_free_safe_2_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
double_free_safe_3_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
double_free_safe_3_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_reg_imm call_malloc mov_mem_reg mov_reg_mem mov_reg_reg call_free mov_mem_imm mov_reg_imm leave ret,0
double_free_safe_3_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
double_free_safe_3_x86_O1,main,mov_reg_imm ret,0
double_free_safe_3_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
double_free_safe_3_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
double_free_safe_4_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
double_free_safe_4_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_reg_imm call_malloc mov_mem_reg mov_reg_mem mov_reg_reg call_free mov_mem_imm mov_reg_imm leave ret,0
