filename,label
CWE190_Integer_Overflow__char_fscanf_add_10__O2__good,0
CWE190_Integer_Overflow__char_fscanf_add_11__O0__bad,1
CWE190_Integer_Overflow__char_fscanf_add_11__O0__good,0
CWE190_Integer_Overflow__char_fscanf_add_11__O2__bad,1
CWE190_Integer_Overflow__char_fscanf_add_11__O2__good,0
CWE190_Integer_Overflow__char_fscanf_add_12__O0__bad,1
CWE190_Integer_Overflow__char_fscanf_add_12__O0__good,0
CWE190_Integer_Overflow__char_fscanf_add_12__O2__bad,1
CWE190_Integer_Overflow__char_fscanf_add_12__O2__good,0
CWE190_Integer_Overflow__char_fscanf_add_13__O0__bad,1
CWE190_Integer_Overflow__char_fscanf_add_13__O0__good,0
CWE190_Integer_Overflow__char_fscanf_add_13__O2__bad,1
CWE190_Integer_Overflow__char_fscanf_add_13__O2__good,0
CWE190_Integer_Overflow__char_fscanf_add_14__O0__bad,1
CWE190_Integer_Overflow__char_fscanf_add_14__O0__good,0
CWE190_Integer_Overflow__char_fscanf_add_14__O2__bad,1
CWE190_Integer_Overflow__char_fscanf_add_14__O2__good,0
CWE190_Integer_Overflow__char_fscanf_add_15__O0__bad,1
CWE190_Integer_Overflow__char_fscanf_add_15__O0__good,0
CWE190_Integer_Overflow__char_fscanf_add_15__O2__bad,1
CWE190_Integer_Overflow__char_fscanf_add_15__O2__good,0
CWE190_Integer_Overflow__char_fscanf_add_16__O0__bad,1
CWE190_Integer_Overflow__char_fscanf_add_16__O0__good,0
CWE190_Integer_Overflow__char_fscanf_add_16__O2__bad,1
CWE190_Integer_Overflow__char_fscanf_add_16__O2__good,0
CWE190_Integer_Overflow__char_fscanf_add_17__O0__bad,1
CWE190_Integer_Overflow__char_fscanf_add_17__O0__good,0
CWE190_Integer_Overflow__char_fscanf_add_17__O2__bad,1
CWE190_Integer_Overflow__char_fscanf_add_17__O2__good,0
CWE190_Integer_Overflow__char_fscanf_add_18__O0__bad,1
CWE190_Integer_Overflow__char_fscanf_add_18__O0__good,0
CWE190_Integer_Overflow__char_fscanf_add_18__O2__bad,1
CWE190_Integer_Overflow__char_fscanf_add_18__O2__good,0
CWE190_Integer_Overflow__char_fscanf_add_21__O0__bad,1
CWE190_Integer_Overflow__char_fscanf_add_21__O0__good,0
CWE190_Integer_Overflow__char_fscanf_add_21__O2__bad,1
CWE190_Integer_Overflow__char_fscanf_add_21__O2__good,0
CWE190_Integer_Overflow__char_fscanf_add_31__O0__bad,1
CWE190_Integer_Overflow__char_fscanf_add_31__O0__good,0
CWE190_Integer_Overflow__char_fscanf_add_31__O2__bad,1
CWE190_Integer_Overflow__char_fscanf_add_31__O2__good,0
CWE190_Integer_Overflow__char_fscanf_add_32__O0__bad,1
CWE190_Integer_Overflow__char_fscanf_add_32__O0__good,0
CWE190_Integer_Overflow__char_fscanf_add_32__O2__bad,1
CWE190_Integer_Overflow__char_fscanf_add_32__O2__good,0
CWE190_Integer_Overflow__char_fscanf_add_34__O0__bad,1
CWE190_Integer_Overflow__char_fscanf_add_34__O0__good,0
CWE190_Integer_Overflow__char_fscanf_add_34__O2__bad,1
CWE190_Integer_Overflow__char_fscanf_add_34__O2__good,0
CWE190_Integer_Overflow__char_fscanf_add_41__O0__bad,1
CWE190_Integer_Overflow__char_fscanf_add_41__O0__good,0
CWE190_Integer_Overflow__char_fscanf_add_41__O2__bad,1
CWE190_Integer_Overflow__char_fscanf_add_41__O2__good,0
CWE190_Integer_Overflow__char_fscanf_add_42__O0__bad,1
CWE190_Integer_Overflow__char_fscanf_add_42__O0__good,0
CWE190_Integer_Overflow__char_fscanf_add_42__O2__bad,1
CWE190_Integer_Overflow__char_fscanf_add_42__O2__good,0
CWE190_Integer_Overflow__char_fscanf_add_44__O0__bad,1
CWE190_Integer_Overflow__char_fscanf_add_44__O0__good,0
CWE190_Integer_Overflow__char_fscanf_add_44__O2__bad,1
CWE190_Integer_Overflow__char_fscanf_add_44__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_01__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_01__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_01__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_01__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_02__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_02__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_02__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_02__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_03__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_03__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_03__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_03__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_04__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_04__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_04__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_04__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_05__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_05__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_05__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_05__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_06__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_06__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_06__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_06__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_07__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_07__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_07__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_07__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_08__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_08__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_08__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_08__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_09__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_09__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_09__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_09__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_10__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_10__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_10__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_10__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_11__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_11__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_11__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_11__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_12__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_12__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_12__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_12__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_13__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_13__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_13__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_13__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_14__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_14__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_14__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_14__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_15__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_15__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_15__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_15__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_16__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_16__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_16__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_16__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_17__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_17__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_17__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_17__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_18__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_18__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_18__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_18__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_21__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_21__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_21__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_21__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_31__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_31__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_31__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_31__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_32__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_32__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_32__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_32__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_34__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_34__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_34__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_34__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_41__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_41__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_41__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_41__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_42__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_42__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_42__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_42__O2__good,0
CWE369_Divide_by_Zero__float_connect_socket_44__O0__bad,1
CWE369_Divide_by_Zero__float_connect_socket_44__O0__good,0
CWE369_Divide_by_Zero__float_connect_socket_44__O2__bad,1
CWE369_Divide_by_Zero__float_connect_socket_44__O2__good,0
CWE415_Double_Free__malloc_free_char_01__O0__bad,1
CWE415_Double_Free__malloc_free_char_01__O0__good,0
CWE415_Double_Free__malloc_free_char_01__O2__bad,1
CWE415_Double_Free__malloc_free_char_01__O2__good,0
CWE415_Double_Free__malloc_free_char_02__O0__bad,1
CWE415_Double_Free__malloc_free_char_02__O0__good,0
CWE415_Double_Free__malloc_free_char_02__O2__bad,1
CWE415_Double_Free__malloc_free_char_02__O2__good,0
CWE415_Double_Free__malloc_free_char_03__O0__bad,1
CWE415_Double_Free__malloc_free_char_03__O0__good,0
CWE415_Double_Free__malloc_free_char_03__O2__bad,1
CWE415_Double_Free__malloc_free_char_03__O2__good,0
CWE415_Double_Free__malloc_free_char_04__O0__bad,1
CWE415_Double_Free__malloc_free_char_04__O0__good,0
CWE415_Double_Free__malloc_free_char_04__O2__bad,1
CWE415_Double_Free__malloc_free_char_04__O2__good,0
CWE415_Double_Free__malloc_free_char_05__O0__bad,1
CWE415_Double_Free__malloc_free_char_05__O0__good,0
CWE415_Double_Free__malloc_free_char_05__O2__bad,1
CWE415_Double_Free__malloc_free_char_05__O2__good,0
CWE415_Double_Free__malloc_free_char_06__O0__bad,1
CWE415_Double_Free__malloc_free_char_06__O0__good,0
CWE415_Double_Free__malloc_free_char_06__O2__bad,1
CWE415_Double_Free__malloc_free_char_06__O2__good,0
CWE415_Double_Free__malloc_free_char_07__O0__bad,1
CWE415_Double_Free__malloc_free_char_07__O0__good,0
CWE415_Double_Free__malloc_free_char_07__O2__bad,1
CWE415_Double_Free__malloc_free_char_07__O2__good,0
CWE415_Double_Free__malloc_free_char_08__O0__bad,1
CWE415_Double_Free__malloc_free_char_08__O0__good,0
CWE415_Double_Free__malloc_free_char_08__O2__bad,1
CWE415_Double_Free__malloc_free_char_08__O2__good,0
CWE415_Double_Free__malloc_free_char_09__O0__bad,1
CWE415_Double_Free__malloc_free_char_09__O0__good,0
CWE415_Double_Free__malloc_free_char_09__O2__bad,1
CWE415_Double_Free__malloc_free_char_09__O2__good,0
CWE415_Double_Free__malloc_free_char_10__O0__bad,1
CWE415_Double_Free__malloc_free_char_10__O0__good,0
CWE415_Double_Free__malloc_free_char_10__O2__bad,1
CWE415_Double_Free__malloc_free_char_10__O2__good,0
CWE415_Double_Free__malloc_free_char_11__O0__bad,1
CWE415_Double_Free__malloc_free_char_11__O0__good,0
CWE415_Double_Free__malloc_free_char_11__O2__bad,1
CWE415_Double_Free__malloc_free_char_11__O2__good,0
CWE415_Double_Free__malloc_free_char_12__O0__bad,1
CWE415_Double_Free__malloc_free_char_12__O0__good,0
CWE415_Double_Free__malloc_free_char_12__O2__bad,1
CWE415_Double_Free__malloc_free_char_12__O2__good,0
CWE415_Double_Free__malloc_free_char_13__O0__bad,1
CWE415_Double_Free__malloc_free_char_13__O0__good,0
CWE415_Double_Free__malloc_free_char_13__O2__bad,1
CWE415_Double_Free__malloc_free_char_13__O2__good,0
CWE415_Double_Free__malloc_free_char_14__O0__bad,1
CWE415_Double_Free__malloc_free_char_14__O0__good,0
CWE415_Double_Free__malloc_free_char_14__O2__bad,1
CWE415_Double_Free__malloc_free_char_14__O2__good,0
CWE415_Double_Free__malloc_free_char_15__O0__bad,1
CWE415_Double_Free__malloc_free_char_15__O0__good,0
CWE415_Double_Free__malloc_free_char_15__O2__bad,1
CWE415_Double_Free__malloc_free_char_15__O2__good,0
CWE415_Double_Free__malloc_free_char_16__O0__bad,1
CWE415_Double_Free__malloc_free_char_16__O0__good,0
CWE415_Double_Free__malloc_free_char_16__O2__bad,1
CWE415_Double_Free__malloc_free_char_16__O2__good,0
CWE415_Double_Free__malloc_free_char_17__O0__bad,1
CWE415_Double_Free__malloc_free_char_17__O0__good,0
CWE415_Double_Free__malloc_free_char_17__O2__bad,1
CWE415_Double_Free__malloc_free_char_17__O2__good,0
CWE415_Double_Free__malloc_free_char_18__O0__bad,1
CWE415_Double_Free__malloc_free_char_18__O0__good,0
CWE415_Double_Free__malloc_free_char_18__O2__bad,1
CWE415_Double_Free__malloc_free_char_18__O2__good,0
CWE415_Double_Free__malloc_free_char_21__O0__bad,1
CWE415_Double_Free__malloc_free_char_21__O0__good,0
CWE415_Double_Free__malloc_free_char_21__O2__bad,1
CWE415_Double_Free__malloc_free_char_21__O2__good,0
CWE415_Double_Free__malloc_free_char_31__O0__bad,1
CWE415_Double_Free__malloc_free_char_31__O0__good,0
CWE415_Double_Free__malloc_free_char_31__O2__bad,1
CWE415_Double_Free__malloc_free_char_31__O2__good,0
CWE415_Double_Free__malloc_free_char_32__O0__bad,1
CWE415_Double_Free__malloc_free_char_32__O0__good,0
CWE415_Double_Free__malloc_free_char_32__O2__bad,1
CWE415_Double_Free__malloc_free_char_32__O2__good,0
CWE415_Double_Free__malloc_free_char_34__O0__bad,1
CWE415_Double_Free__malloc_free_char_34__O0__good,0
CWE415_Double_Free__malloc_free_char_34__O2__bad,1
CWE415_Double_Free__malloc_free_char_34__O2__good,0
CWE415_Double_Free__malloc_free_char_41__O0__bad,1
CWE415_Double_Free__malloc_free_char_41__O0__good,0
CWE415_Double_Free__malloc_free_char_41__O2__bad,1
CWE415_Double_Free__malloc_free_char_41__O2__good,0
CWE415_Double_Free__malloc_free_char_42__O0__bad,1
CWE415_Double_Free__malloc_free_char_42__O0__good,0
CWE415_Double_Free__malloc_free_char_42__O2__bad,1
CWE415_Double_Free__malloc_free_char_42__O2__good,0
CWE415_Double_Free__malloc_free_char_44__O0__bad,1
CWE415_Double_Free__malloc_free_char_44__O0__good,0
CWE415_Double_Free__malloc_free_char_44__O2__bad,1
CWE415_Double_Free__malloc_free_char_44__O2__good,0
CWE416_Use_After_Free__malloc_free_char_01__O0__bad,1
CWE416_Use_After_Free__malloc_free_char_01__O0__good,0
CWE416_Use_After_Free__malloc_free_char_01__O2__bad,1
CWE416_Use_After_Free__malloc_free_char_01__O2__good,0
CWE416_Use_After_Free__malloc_free_char_02__O0__bad,1
CWE416_Use_After_Free__malloc_free_char_02__O0__good,0
CWE416_Use_After_Free__malloc_free_char_02__O2__bad,1
CWE416_Use_After_Free__malloc_free_char_02__O2__good,0
CWE416_Use_After_Free__malloc_free_char_03__O0__bad,1
CWE416_Use_After_Free__malloc_free_char_03__O0__good,0
CWE416_Use_After_Free__malloc_free_char_03__O2__bad,1
CWE416_Use_After_Free__malloc_free_char_03__O2__good,0
CWE416_Use_After_Free__malloc_free_char_04__O0__bad,1
CWE416_Use_After_Free__malloc_free_char_04__O0__good,0
CWE416_Use_After_Free__malloc_free_char_04__O2__bad,1
CWE416_Use_After_Free__malloc_free_char_04__O2__good,0
CWE416_Use_After_Free__malloc_free_char_05__O0__bad,1
CWE416_Use_After_Free__malloc_free_char_05__O0__good,0
CWE416_Use_After_Free__malloc_free_char_05__O2__bad,1
CWE416_Use_After_Free__malloc_free_char_05__O2__good,0
CWE416_Use_After_Free__malloc_free_char_06__O0__bad,1
CWE416_Use_After_Free__malloc_free_char_06__O0__good,0
CWE416_Use_After_Free__malloc_free_char_06__O2__bad,1
CWE416_Use_After_Free__malloc_free_char_06__O2__good,0
CWE416_Use_After_Free__malloc_free_char_07__O0__bad,1
CWE416_Use_After_Free__malloc_free_char_07__O0__good,0
CWE416_Use_After_Free__malloc_free_char_07__O2__bad,1
CWE416_Use_After_Free__malloc_free_char_07__O2__good,0
CWE416_Use_After_Free__malloc_free_char_08__O0__bad,1
CWE416_Use_After_Free__malloc_free_char_08__O0__good,0
CWE416_Use_After_Free__malloc_free_char_08__O2__bad,1
CWE416_Use_After_Free__malloc_free_char_08__O2__good,0
CWE416_Use_After_Free__malloc_free_char_09__O0__bad,1
CWE416_Use_After_Free__malloc_free_char_09__O0__good,0
CWE416_Use_After_Free__malloc_free_char_09__O2__bad,1
CWE416_Use_After_Free__malloc_free_char_09__O2__good,0
CWE416_Use_After_Free__malloc_free_char_10__O0__bad,1
CWE416_Use_After_Free__malloc_free_char_10__O0__good,0
CWE416_Use_After_Free__malloc_free_char_10__O2__bad,1
CWE416_Use_After_Free__malloc_free_char_10__O2__good,0
CWE416_Use_After_Free__malloc_free_char_11__O0__bad,1
CWE416_Use_After_Free__malloc_free_char_11__O0__good,0
CWE416_Use_After_Free__malloc_free_char_11__O2__bad,1
CWE416_Use_After_Free__malloc_free_char_11__O2__good,0
CWE416_Use_After_Free__malloc_free_char_12__O0__bad,1
CWE416_Use_After_Free__malloc_free_char_12__O0__good,0
CWE416_Use_After_Free__malloc_free_char_12__O2__bad,1
CWE416_Use_After_Free__malloc_free_char_12__O2__good,0
CWE416_Use_After_Free__malloc_free_char_13__O0__bad,1
CWE416_Use_After_Free__malloc_free_char_13__O0__good,0
CWE416_Use_After_Free__malloc_free_char_13__O2__bad,1
CWE416_Use_After_Free__malloc_free_char_13__O2__good,0
CWE416_Use_After_Free__malloc_free_char_14__O0__bad,1
CWE416_Use_After_Free__malloc_free_char_14__O0__good,0
CWE416_Use_After_Free__malloc_free_char_14__O2__bad,1
CWE416_Use_After_Free__malloc_free_char_14__O2__good,0
CWE416_Use_After_Free__malloc_free_char_15__O0__bad,1
CWE416_Use_After_Free__malloc_free_char_15__O0__good,0
CWE416_Use_After_Free__malloc_free_char_15__O2__bad,1
CWE416_Use_After_Free__malloc_free_char_15__O2__good,0
CWE416_Use_After_Free__malloc_free_char_16__O0__bad,1
CWE416_Use_After_Free__malloc_free_char_16__O0__good,0
CWE416_Use_After_Free__malloc_free_char_16__O2__bad,1
CWE416_Use_After_Free__malloc_free_char_16__O2__good,0
CWE416_Use_After_Free__malloc_free_char_17__O0__bad,1
CWE416_Use_After_Free__malloc_free_char_17__O0__good,0
CWE416_Use_After_Free__malloc_free_char_17__O2__bad,1
CWE416_Use_After_Free__malloc_free_char_17__O2__good,0
CWE416_Use_After_Free__malloc_free_char_18__O0__bad,1
CWE416_Use_After_Free__malloc_free_char_18__O0__good,0
CWE416_Use_After_Free__malloc_free_char_18__O2__bad,1
CWE416_Use_After_Free__malloc_free_char_18__O2__good,0
CWE416_Use_After_Free__malloc_free_int64_t_01__O0__bad,1
CWE416_Use_After_Free__malloc_free_int64_t_01__O0__good,0
CWE416_Use_After_Free__malloc_free_int64_t_01__O2__bad,1
CWE416_Use_After_Free__malloc_free_int64_t_01__O2__good,0
CWE416_Use_After_Free__malloc_free_int64_t_02__O0__bad,1
CWE416_Use_After_Free__malloc_free_int64_t_02__O0__good,0
CWE416_Use_After_Free__malloc_free_int64_t_02__O2__bad,1
CWE416_Use_After_Free__malloc_free_int64_t_02__O2__good,0
CWE416_Use_After_Free__malloc_free_int64_t_03__O0__bad,1
CWE416_Use_After_Free__malloc_free_int64_t_03__O0__good,0
CWE416_Use_After_Free__malloc_free_int64_t_03__O2__bad,1
CWE416_Use_After_Free__malloc_free_int64_t_03__O2__good,0
CWE416_Use_After_Free__malloc_free_int64_t_04__O0__bad,1
CWE416_Use_After_Free__malloc_free_int64_t_04__O0__good,0
CWE416_Use_After_Free__malloc_free_int64_t_04__O2__bad,1
CWE416_Use_After_Free__malloc_free_int64_t_04__O2__good,0
CWE416_Use_After_Free__malloc_free_int64_t_05__O0__bad,1
CWE416_Use_After_Free__malloc_free_int64_t_05__O0__good,0
CWE416_Use_After_Free__malloc_free_int64_t_05__O2__bad,1
CWE416_Use_After_Free__malloc_free_int64_t_05__O2__good,0
CWE416_Use_After_Free__malloc_free_int64_t_06__O0__bad,1
CWE416_Use_After_Free__malloc_free_int64_t_06__O0__good,0
CWE416_Use_After_Free__malloc_free_int64_t_06__O2__bad,1
CWE416_Use_After_Free__malloc_free_int64_t_06__O2__good,0
CWE416_Use_After_Free__malloc_free_int64_t_07__O0__bad,1
CWE416_Use_After_Free__malloc_free_int64_t_07__O0__good,0
CWE416_Use_After_Free__malloc_free_int64_t_07__O2__bad,1
CWE416_Use_After_Free__malloc_free_int64_t_07__O2__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_01__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_01__O0__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_01__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_01__O2__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_02__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_02__O0__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_02__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_02__O2__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_03__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_03__O0__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_03__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_03__O2__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_04__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_04__O0__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_04__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_04__O2__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_05__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_05__O0__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_05__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_05__O2__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_06__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_06__O0__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_06__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_06__O2__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_07__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_07__O0__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_07__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_07__O2__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_08__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_08__O0__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_08__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_08__O2__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_09__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_09__O0__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_09__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_09__O2__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_10__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_10__O0__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_10__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_10__O2__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_11__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_11__O0__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_11__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_11__O2__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_12__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_12__O0__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_12__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_12__O2__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_13__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_13__O0__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_13__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_13__O2__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_14__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_14__O0__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_14__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_14__O2__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_15__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_15__O0__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_15__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_15__O2__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_16__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_16__O0__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_16__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_16__O2__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_17__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_17__O0__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_17__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_17__O2__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_18__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_18__O0__good,0
CWE457_Use_of_Uninitialized_Variable__char_pointer_18__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__char_pointer_18__O2__good,0
CWE457_Use_of_Uninitialized_Variable__double_01__O0__bad,1
CWE457_Use_of_Uninitialized_Variable__double_01__O0__good,0
CWE457_Use_of_Uninitialized_Variable__double_01__O2__bad,1
CWE457_Use_of_Uninitialized_Variable__double_01__O2__good,0
